acceptedname	scientificnameauthorship	n_occs	matchType	confidence	status	id	speciesbeid	colid	vernacularnamefr	vernacularnamenl	parentid	distributionstatuscode	taxonranken	media	taxonomicstatusen	speciesbeparentid	bruenvi_created	bruenvi_modified	bruenvi_author	kingdom_id	bim_kingdom	name_for_gbif	rank_for_gbif	usageKey	scientificName	canonicalName	rank	kingdom	phylum	order	family	genus	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	synonym	class	acceptedUsageKey	species	speciesKey
Trisopterus esmarki	(Nilsson, 1855)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	2346	3386	NA	NA	kever	39395	3c	species	NA	accepted	52389	2015-04-29	NA	NA	45974	Animalia	NA	species	2415923	Trisopterus esmarkii (Nilsson, 1855)	Trisopterus esmarkii	SPECIES	Animalia	Chordata	Gadiformes	Gadidae	Trisopterus	1	44	204	549	3701	2415905	FALSE	Actinopterygii	NA	Trisopterus esmarkii	2415923
Cis nitidus	(F., 1792)	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	2347	19882	NA	NA	NA	37509	0a	species	NA	accepted	50489	2015-04-29	NA	NA	45974	Animalia	NA	species	1045725	Cis nitidus (Hatch, 1962)	Cis nitidus	SPECIES	Animalia	Arthropoda	Coleoptera	Ciidae	Cis	1	54	216	1470	3794	1045659	TRUE	Insecta	1045719	Cis americanus	1045719
Haplophthalmus mengei	(Zaddach, 1844)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	2413	3450	NA	NA	kleiribbel	34269	1a	species	NA	accepted	47241	2015-04-29	NA	NA	45974	Animalia	NA	species	6098926	Haplophthalmus mengii (Zaddach, 1844)	Haplophthalmus mengii	SPECIES	Animalia	Arthropoda	Isopoda	Trichoniscidae	Haplophthalmus	1	54	229	643	5764	2203188	FALSE	Malacostraca	NA	Haplophthalmus mengii	6098926
Metatrichoniscoides leydigi	(Weber, 1880)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	2417	3454	NA	NA	blind pissebedje	34271	1a	species	NA	accepted	47243	2015-04-29	NA	NA	45974	Animalia	NA	species	2208437	Metatrichoniscoides leydigii (Weber, 1880)	Metatrichoniscoides leydigii	SPECIES	Animalia	Arthropoda	Isopoda	Trichoniscidae	Metatrichoniscoides	1	54	229	643	5764	2208435	FALSE	Malacostraca	NA	Metatrichoniscoides leydigii	2208437
Trigloporus lastoviza	(Brunnich, 1768)	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	2540	3578	NA	grondin strié	gestreepte poon	39469	1b	species	NA	accepted	52466	2015-04-29	NA	NA	45974	Animalia	NA	species	2336529	Trigloporus lastoviza (Bonnaterre, 1788)	Trigloporus lastoviza	SPECIES	Animalia	Chordata	Scorpaeniformes	Triglidae	Chelidonichthys	1	44	204	590	8635	2336772	TRUE	Actinopterygii	2336534	Chelidonichthys lastoviza	2336534
Gymnocephalus cernuus	(Linnaeus, 1758)	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	2565	3603	NA	grémille	pos	39418	1a	species	NA	accepted	52415	2015-04-29	NA	NA	45974	Animalia	NA	species	5209578	Gymnocephalus cernus (Linnaeus, 1758)	Gymnocephalus cernus	SPECIES	Animalia	Chordata	Perciformes	Percidae	Gymnocephalus	1	44	204	587	4481	2382125	TRUE	Actinopterygii	5209574	Gymnocephalus cernua	5209574
Erysimum hieracifolium	L.	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	2630	3666	NA	NA	stijve steenraket	38881	1a	species	NA	accepted	51873	2015-04-29	NA	NA	45975	Plantae	NA	species	7871644	Erysimum hieracifolium Pall.	Erysimum hieracifolium	SPECIES	Plantae	Tracheophyta	Brassicales	Brassicaceae	Erysimum	6	7707728	220	7225535	3112	3048056	TRUE	Magnoliopsida	3048411	Erysimum cuspidatum	3048411
Wormaldia subnigra	MacGowan & Rotherary, 2000	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	2742	3779	NA	NA	NA	38401	1a	species	NA	accepted	51392	2015-04-29	NA	NA	45974	Animalia	NA	species	1431569	Wormaldia subnigra McLachlan, 1865	Wormaldia subnigra	SPECIES	Animalia	Arthropoda	Trichoptera	Philopotamidae	Wormaldia	1	54	216	1003	7973	1431549	FALSE	Insecta	NA	Wormaldia subnigra	1431569
Perlodes microcephala	(Pictet)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	2770	3812	NA	NA	NA	38712	1a	species	NA	accepted	51706	2015-04-29	NA	NA	45974	Animalia	NA	species	2003977	Perlodes microcephalus (Pictet & F.J., 1833)	Perlodes microcephalus	SPECIES	Animalia	Arthropoda	Plecoptera	Perlodidae	Perlodes	1	54	216	787	2996	2003960	FALSE	Insecta	NA	Perlodes microcephalus	2003977
Pteropsida	NA	NA	NONE	100	NA	2797	59137	NA	NA	NA	45963	NA	class	NA	to determine	59170	2015-04-29	NA	NA	45975	Plantae	NA	class	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Thalassema thalassemum	(Pallas, 1766)	NA	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	2865	60566	NA	NA	NA	48898	NA	species	NA	accepted	62887	2015-04-29	NA	NA	NA	NA	NA	species	5234367	Thalassema thalassema (Pallas, 1774)	Thalassema thalassema	SPECIES	Animalia	Annelida	Echiuroidea	Thalassematidae	Thalassema	1	42	256	8349555	4350683	7930293	FALSE	Polychaeta	NA	Thalassema thalassema	5234367
Micarea confusa	Coppins & van den Boom	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	3050	4088	NA	NA	metaaloogje	44022	1a	species	NA	accepted	57201	2015-04-29	NA	NA	3902	Fungi	NA	species	3402460	Micarea confusa Coppins & v.d.Boom	Micarea confusa	SPECIES	Fungi	Ascomycota	Baeomycetales	Micareaceae	Micarea	5	95	180	1042	3309371	2577847	FALSE	Lecanoromycetes	NA	Micarea confusa	3402460
Xanthophyceae	NA	NA	NONE	99	NA	3216	59138	NA	NA	NA	45964	NA	class	NA	to determine	59171	2015-04-29	NA	NA	45975	Plantae	NA	class	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Ennearthron cornutum	(Gyll., 1827)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	3403	19886	NA	NA	NA	37510	0a	species	NA	accepted	50490	2015-04-29	NA	NA	45974	Animalia	NA	species	1045637	Ennearthron cornutus (Gyllenhal, 1827)	Ennearthron cornutus	SPECIES	Animalia	Arthropoda	Coleoptera	Ciidae	Ennearthron	1	54	216	1470	3794	1045634	FALSE	Insecta	NA	Ennearthron cornutus	1045637
Hydroides norvegicus	Gunnerus, 1768	NA	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	3523	61429	NA	NA	NA	48597	NA	species	NA	accepted	63353	2015-04-29	NA	NA	NA	NA	NA	species	2328216	Hydroides norvegica Gunnerus, 1768	Hydroides norvegica	SPECIES	Animalia	Annelida	Sabellida	Serpulidae	Hydroides	1	42	256	1080	7086	2328495	FALSE	Polychaeta	NA	Hydroides norvegica	2328216
Myotis daubentoni	(Kuhl, 1817)	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	3646	4678	NA	NA	NA	40965	NA	species	NA	accepted	53965	2015-04-29	NA	NA	45974	Animalia	NA	species	2432439	Myotis daubentonii (Kuhl, 1817)	Myotis daubentonii	SPECIES	Animalia	Chordata	Chiroptera	Vespertilionidae	Myotis	1	44	359	734	9368	2432384	FALSE	Mammalia	NA	Myotis daubentonii	2432439
Cortinarius cristallinus	Fr.	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	4186	5214	NA	NA	bleke galgordijnzwam	42197	1a	species	NA	accepted	55236	2015-04-29	NA	NA	3902	Fungi	NA	species	7530482	Cortinarius crystallinus Fr.	Cortinarius crystallinus	SPECIES	Fungi	Basidiomycota	Agaricales	Cortinariaceae	Cortinarius	5	34	186	1499	4172	2524960	FALSE	Agaricomycetes	NA	Cortinarius crystallinus	7530482
Turbellaria	NA	NA	NONE	100	NA	4221	59186	NA	NA	NA	45958	NA	class	NA	to determine	59163	2015-04-29	NA	NA	45974	Animalia	NA	class	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Chamobates schützi	(Oudemans)	NA	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	4271	64140	NA	NA	NA	NA	NA	species	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	species	4546669	Chamobates schutzii (Oudemans, 1902)	Chamobates schutzii	SPECIES	Animalia	Arthropoda	Sarcoptiformes	Chamobatidae	Chamobates	1	54	367	542	7413	2198751	FALSE	Arachnida	NA	Chamobates schutzii	4546669
Cordyceps forquignoni	Quél.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	4547	5621	NA	NA	vliegendoder	42187	1a	species	NA	accepted	55226	2015-04-29	NA	NA	3902	Fungi	NA	species	2560557	Cordyceps forquignonii Quél.	Cordyceps forquignonii	SPECIES	Fungi	Ascomycota	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	5	95	320	1290	8421	2560546	TRUE	Sordariomycetes	2560556	Ophiocordyceps forquignonii	2560556
Cortinarius lividoochraceus	(Berk.) Berk.	NA	EXACT_WITHOUT_AUTHOR	100	SYNONYM	4624	5696	NA	NA	rimpelige gordijnzwam	42197	1a	species	NA	accepted	55236	2015-04-29	NA	NA	3902	Fungi	NA	species	9392284	Cortinarius lividoochraceus Synonym	Cortinarius lividoochraceus	SPECIES	Fungi	Basidiomycota	Agaricales	Cortinariaceae	Cortinarius	5	34	186	1499	4172	2524960	TRUE	Agaricomycetes	2528818	Cortinarius elatior	2528818
Cystoderma terrei	(Berk. & Broome) Harm.	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	4710	5781	NA	NA	rode korrelhoed	42298	1a	species	NA	accepted	55337	2015-04-29	NA	NA	3902	Fungi	NA	species	5458977	Cystoderma terryi (Berk. & Broome) Harmaja	Cystoderma terryi	SPECIES	Fungi	Basidiomycota	Agaricales	Agaricaceae	Cystodermella	5	34	186	1499	4170	2535142	TRUE	Agaricomycetes	7561134	Cystodermella terryi	7561134
Entoloma phaeocyathus	Noordel.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	4835	5905	NA	NA	grauwe trechtersatijnzwam	42442	1a	species	NA	accepted	55512	2015-04-29	NA	NA	3902	Fungi	NA	species	2539897	Entoloma phaeocyathum Noordel.	Entoloma phaeocyathum	SPECIES	Fungi	Basidiomycota	Agaricales	Entolomataceae	Entoloma	5	34	186	1499	4174	2530002	FALSE	Agaricomycetes	NA	Entoloma phaeocyathum	2539897
Hebeloma birrus	(Fr.) Gillet	NA	EXACT_WITHOUT_AUTHOR	100	ACCEPTED	4940	6010	NA	NA	dwergvaalhoed	42675	1a	species	NA	accepted	55768	2015-04-29	NA	NA	3902	Fungi	NA	species	8278496	Hebeloma birrus (Fr.) Sacc., 1887	Hebeloma birrus	SPECIES	Fungi	Basidiomycota	Agaricales	Hymenogastraceae	Hebeloma	5	34	186	1499	3309302	2528519	FALSE	Agaricomycetes	NA	Hebeloma birrus	8278496
Ovis ammon f. aries	NA	NA	NONE	100	NA	5163	63791	NA	NA	NA	NA	NA	forma	NA	accepted	NA	2015-04-29	NA	NA	NA	NA	NA	form	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Mycena cyanorrhiza	Quél.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5226	6292	NA	NA	blauwvoetmycena	43072	1a	species	NA	accepted	56193	2015-04-29	NA	NA	3902	Fungi	NA	species	5955263	Mycena cyanorhiza Quél.	Mycena cyanorhiza	SPECIES	Fungi	Basidiomycota	Agaricales	Mycenaceae	Mycena	5	34	186	1499	4180	5955261	FALSE	Agaricomycetes	NA	Mycena cyanorhiza	5955263
Selenaspora guernisaci	(P. Crouan & H. Crouan) R. Heim & Le Gal	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5396	6461	NA	NA	maantjesbekertje	43616	1a	species	NA	accepted	56762	2015-04-29	NA	NA	3902	Fungi	NA	species	3495785	Selenaspora guernisacii (P.Crouan & H.Crouan) R.Heim & Le Gal	Selenaspora guernisacii	SPECIES	Fungi	Ascomycota	Pezizales	Sarcosomataceae	Selenaspora	5	95	316	1057	4133	3495784	FALSE	Pezizomycetes	NA	Selenaspora guernisacii	3495785
Tricholoma colossum	(Fr.) Quél.	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5439	6504	NA	NA	reuzenridderzwam	43829	1a	species	NA	accepted	57003	2015-04-29	NA	NA	3902	Fungi	NA	species	5241777	Tricholoma colossus (Fr.) Quél.	Tricholoma colossus	SPECIES	Fungi	Basidiomycota	Agaricales	Tricholomataceae	Tricholoma	5	34	186	1499	8787	2527766	FALSE	Agaricomycetes	NA	Tricholoma colossus	5241777
Callistosporium luteoolivaceum	(Berk. & M.A. Curtis) Singer	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5543	6607	NA	NA	olijfzwammetje	42033	1a	species	NA	accepted	55058	2015-04-29	NA	NA	3902	Fungi	NA	species	2532068	Callistosporium luteo-olivaceum (Berk. & M.A.Curtis) Singer	Callistosporium luteo-olivaceum	SPECIES	Fungi	Basidiomycota	Agaricales	Tricholomataceae	Callistosporium	5	34	186	1499	8787	2532049	FALSE	Agaricomycetes	NA	Callistosporium luteo-olivaceum	2532068
Calocybe incarnatobrunnea	(Gerhardt)	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	5545	6609	NA	NA	okerbruine pronkridder	42034	1a	species	NA	accepted	55059	2015-04-29	NA	NA	3902	Fungi	NA	species	3347424	Calocybe incarnatobrunneum (Ew.Gerhardt) Krieglst., 2001	Calocybe incarnatobrunneum	SPECIES	Fungi	Basidiomycota	Agaricales	Lyophyllaceae	Gerhardtia	5	34	186	1499	4178	7243330	TRUE	Agaricomycetes	5898658	Gerhardtia incarnatobrunnea	5898658
Conocybe huysmanii	Watling	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5573	6636	NA	NA	bolhoedbreeksteeltje	42184	1a	species	NA	accepted	55223	2015-04-29	NA	NA	3902	Fungi	NA	species	2529718	Conocybe huijsmanii Watling	Conocybe huijsmanii	SPECIES	Fungi	Basidiomycota	Agaricales	Bolbitiaceae	Conocybe	5	34	186	1499	8440	2529714	FALSE	Agaricomycetes	NA	Conocybe huijsmanii	2529718
Uleiota planata	(L., 1761)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5603	6665	NA	NA	bruine tandkever	38107	0a	species	NA	accepted	51094	2015-04-29	NA	NA	45974	Animalia	NA	species	6993114	Uleiota planatus (Linnaeus, 1760)	Uleiota planatus	SPECIES	Animalia	Arthropoda	Coleoptera	Silvanidae	Uleiota	1	54	216	1470	7850	1043806	FALSE	Insecta	NA	Uleiota planatus	6993114
melanostomus (pallas,1811)	(pallas,1811)	NA	NONE	100	NA	5626	6686	NA	NA	zwartbekgrondel	34325	NA	species	NA	accepted	47297	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Melogona gallica	(Latzel, 1884)	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	5700	6765	NA	NA	lössdikwang	34365	1a	species	NA	accepted	47337	2015-04-29	NA	NA	45974	Animalia	NA	species	9734445	Melogona gallicum (Latzel, 1883)	Melogona gallicum	SPECIES	Animalia	Arthropoda	Chordeumatida	Chordeumatidae	Melogona	1	54	361	1017	3011	1023658	FALSE	Diplopoda	NA	Melogona gallicum	9734445
Craspedosoma rawlinsi	Leach, 1814	NA	FUZZY_WITHOUT_AUTHOR	98	ACCEPTED	5704	6772	NA	NA	vlekribbel	34370	1a	species	NA	accepted	47342	2015-04-29	NA	NA	45974	Animalia	NA	species	6186977	Craspedosoma rawlinsii Leach, 1814	Craspedosoma rawlinsii	SPECIES	Animalia	Arthropoda	Chordeumatida	Craspedosomatidae	Craspedosoma	1	54	361	1017	3013	1020446	FALSE	Diplopoda	NA	Craspedosoma rawlinsii	6186977
Stosatea italica	(Latzel, 1886)	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	5738	6822	NA	NA	NA	34401	3b	species	NA	accepted	47373	2015-04-29	NA	NA	45974	Animalia	NA	species	6190982	Stosatea italicum Latzel, 1886	Stosatea italicum	SPECIES	Animalia	Arthropoda	Polydesmida	Paradoxosomatidae	Strongylosoma	1	54	361	1247	4029	1014623	TRUE	Diplopoda	4418903	Strongylosoma italica	4418903
Stigmatogaster subterraneus	(Shaw, 1789)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5762	6853	NA	NA	grote aardkruiper	34416	1a	species	NA	accepted	47388	2015-04-29	NA	NA	45974	Animalia	NA	species	2232819	Stigmatogaster subterranea Shaw, 1789	Stigmatogaster subterranea	SPECIES	Animalia	Arthropoda	Geophilomorpha	Himantariidae	Stigmatogaster	1	54	360	1251	8265	2232797	FALSE	Chilopoda	NA	Stigmatogaster subterranea	2232819
Halisarca dujardini	Johnston, 1842	NA	FUZZY_WITHOUT_AUTHOR	96	ACCEPTED	5817	61473	NA	NA	NA	48629	NA	species	NA	accepted	63385	2015-04-29	NA	NA	NA	NA	NA	species	6485909	Halisarca dujardinii Johnston, 1842	Halisarca dujardinii	SPECIES	Animalia	Porifera	Chondrillida	Halisarcidae	Halisarca	1	105	199	7795505	3906	2244499	FALSE	Demospongiae	NA	Halisarca dujardinii	6485909
Haliclona (Haliclona) oculata	(Pallas, 1766)	NA	EXACT_WITHOUT_AUTHOR	99	ACCEPTED	5818	61474	NA	chaline	geweispons	48630	NA	species	NA	accepted	63386	2015-04-29	NA	NA	NA	NA	NA	species	9672329	Haliclona oculata (Linnaeus, 1759)	Haliclona oculata	SPECIES	Animalia	Porifera	Haplosclerida	Chalinidae	Haliclona	1	105	199	1239	3909	5181969	FALSE	Demospongiae	NA	Haliclona oculata	9672329
Platyarthrus hoffmannseggi	Brandt, 1833	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5871	6960	NA	NA	mierenpissebed	34467	1a	species	NA	accepted	47439	2015-04-29	NA	NA	45974	Animalia	NA	species	2205012	Platyarthrus hoffmannseggii Brandt, 1833	Platyarthrus hoffmannseggii	SPECIES	Animalia	Arthropoda	Isopoda	Platyarthridae	Platyarthrus	1	54	229	643	5388	2205002	FALSE	Malacostraca	NA	Platyarthrus hoffmannseggii	2205012
Anoscopus flavostriatus	(Donovan, 1799)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5915	7006	NA	NA	NA	34487	1a	species	NA	accepted	47459	2015-04-29	NA	NA	45974	Animalia	NA	species	2024958	Anoscopus flavostriata Donovan, 1799	Anoscopus flavostriata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Anoscopus	1	54	216	809	9647	2024954	FALSE	Insecta	NA	Anoscopus flavostriata	2024958
Anoscopus histrionicus	(Fabricius, 1794)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5916	7007	NA	NA	NA	34487	1a	species	NA	accepted	47459	2015-04-29	NA	NA	45974	Animalia	NA	species	2024955	Anoscopus histrionica Fabricius, 1794	Anoscopus histrionica	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Anoscopus	1	54	216	809	9647	2024954	FALSE	Insecta	NA	Anoscopus histrionica	2024955
Cicadula frontalis	(Herrich-Schäffer, 1835)	NA	NONE	99	NA	5939	7030	NA	NA	NA	34499	1a	species	NA	accepted	47471	2015-04-29	NA	NA	45974	Animalia	NA	species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA
Doratura stylata	(Boheman, 1847)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	5952	7043	NA	NA	NA	34504	1a	species	NA	accepted	47476	2015-04-29	NA	NA	45974	Animalia	NA	species	2033981	Doratura stylatus Boheman, 1847	Doratura stylatus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Doratura	1	54	216	809	9647	2033962	FALSE	Insecta	NA	Doratura stylatus	2033981
Euscelis lineolatus	Brullé, 1832	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6012	7105	NA	NA	NA	34519	1a	species	NA	accepted	47491	2015-04-29	NA	NA	45974	Animalia	NA	species	5154915	Euscelis lineolata Brullé, 1832	Euscelis lineolata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Euscelis	1	54	216	809	9647	2025998	FALSE	Insecta	NA	Euscelis lineolata	5154915
Evacanthus acuminatus	(Fabricius, 1794)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6015	7108	NA	NA	NA	34520	1a	species	NA	accepted	47492	2015-04-29	NA	NA	45974	Animalia	NA	species	2025471	Evacanthus acuminata Fabricius, 1794	Evacanthus acuminata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Evacanthus	1	54	216	809	9647	2025454	FALSE	Insecta	NA	Evacanthus acuminata	2025471
Evacanthus interruptus	(Linnaeus, 1758)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6016	7109	NA	NA	NA	34520	1a	species	NA	accepted	47492	2015-04-29	NA	NA	45974	Animalia	NA	species	2025495	Evacanthus interrupta Linnaeus, 1758	Evacanthus interrupta	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Evacanthus	1	54	216	809	9647	2025454	FALSE	Insecta	NA	Evacanthus interrupta	2025495
Idiodonus cruentatus	(Panzer, 1799)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6038	7131	NA	NA	NA	34532	1a	species	NA	accepted	47504	2015-04-29	NA	NA	45974	Animalia	NA	species	2033127	Idiodonus cruentata Panzer, 1799	Idiodonus cruentata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Idiodonus	1	54	216	809	9647	2033121	FALSE	Insecta	NA	Idiodonus cruentata	2033127
Lamprotettix nitidulus	(Fabricius, 1787)	NA	FUZZY_WITHOUT_AUTHOR	99	SYNONYM	6054	7147	NA	NA	NA	34536	1a	species	NA	accepted	47508	2015-04-29	NA	NA	45974	Animalia	NA	species	2045524	Lamprotettix nitidula Fabricius, 1787	Lamprotettix nitidula	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Zonocyba	1	54	216	809	9647	4306871	TRUE	Insecta	4306872	Zonocyba bifasciata	4306872
Macropsis cerea	(Germar, 1837)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6061	7154	NA	NA	NA	34540	1a	species	NA	accepted	47512	2015-04-29	NA	NA	45974	Animalia	NA	species	2039966	Macropsis cereus Germar, 1837	Macropsis cereus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macropsis	1	54	216	809	9647	2039742	FALSE	Insecta	NA	Macropsis cereus	2039966
Macropsis fuscula	(Zetterstedt, 1828)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6063	7156	NA	NA	frambozecicade	34540	1a	species	NA	accepted	47512	2015-04-29	NA	NA	45974	Animalia	NA	species	2039878	Macropsis fusculus Zetterstedt, 1828	Macropsis fusculus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macropsis	1	54	216	809	9647	2039742	FALSE	Insecta	NA	Macropsis fusculus	2039878
Macropsis infuscata	(Sahlberg, 1871)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6068	7161	NA	NA	NA	34540	1a	species	NA	accepted	47512	2015-04-29	NA	NA	45974	Animalia	NA	species	2039874	Macropsis infuscatus Sahlberg, 1871	Macropsis infuscatus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macropsis	1	54	216	809	9647	2039742	FALSE	Insecta	NA	Macropsis infuscatus	2039874
Macropsis marginata	(Herrich-Schäffer, 1836)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6069	7162	NA	NA	NA	34540	1a	species	NA	accepted	47512	2015-04-29	NA	NA	45974	Animalia	NA	species	2039758	Macropsis marginatus Herrich-Schaeffer, 1836	Macropsis marginatus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macropsis	1	54	216	809	9647	2039742	FALSE	Insecta	NA	Macropsis marginatus	2039758
Macropsis prasina	(Boheman, 1852)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6073	7165	NA	NA	NA	34540	1a	species	NA	accepted	47512	2015-04-29	NA	NA	45974	Animalia	NA	species	2039864	Macropsis prasinus Boheman, 1852	Macropsis prasinus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macropsis	1	54	216	809	9647	2039742	FALSE	Insecta	NA	Macropsis prasinus	2039864
Macropsis scutellata	(Boheman, 1845)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6075	7167	NA	NA	NA	34540	1a	species	NA	accepted	47512	2015-04-29	NA	NA	45974	Animalia	NA	species	2039908	Macropsis scutellatus Boheman, 1845	Macropsis scutellatus	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macropsis	1	54	216	809	9647	2039742	FALSE	Insecta	NA	Macropsis scutellatus	2039908
Macrosteles cristatus	(Ribaut, 1927)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6077	7169	NA	NA	NA	34541	1a	species	NA	accepted	47513	2015-04-29	NA	NA	45974	Animalia	NA	species	2039630	Macrosteles cristata Ribaut, 1927	Macrosteles cristata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macrosteles	1	54	216	809	9647	2039592	FALSE	Insecta	NA	Macrosteles cristata	2039630
Macrosteles lividus	(Edwards, 1894)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6082	7174	NA	NA	NA	34541	1a	species	NA	accepted	47513	2015-04-29	NA	NA	45974	Animalia	NA	species	2039624	Macrosteles livida Edwards, 1894	Macrosteles livida	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macrosteles	1	54	216	809	9647	2039592	FALSE	Insecta	NA	Macrosteles livida	2039624
Macrosteles septemnotatus	(Fallén, 1806)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6085	7177	NA	NA	NA	34541	1a	species	NA	accepted	47513	2015-04-29	NA	NA	45974	Animalia	NA	species	2039607	Macrosteles septemnotata Fallén, 1806	Macrosteles septemnotata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macrosteles	1	54	216	809	9647	2039592	FALSE	Insecta	NA	Macrosteles septemnotata	2039607
Macrosteles sexnotatus	(Fallén, 1806)	NA	FUZZY_WITHOUT_AUTHOR	99	ACCEPTED	6086	7178	NA	NA	NA	34541	1a	species	NA	accepted	47513	2015-04-29	NA	NA	45974	Animalia	NA	species	2039614	Macrosteles sexnotata Fallén, 1806	Macrosteles sexnotata	SPECIES	Animalia	Arthropoda	Hemiptera	Cicadellidae	Macrosteles	1	54	216	809	9647	2039592	FALSE	Insecta	NA	Macrosteles sexnotata	2039614
